,biceps,triceps,middle,label
0,1.6882076145681888,1.7368510291332369,1.7012936629696376,0
1,-1.2083124412840143,-1.2588698900804622,-1.2030550054862739,0
4,1.6882076145681888,1.4183067959356723,0.6869463852946374,0
5,-1.2083124412840143,-1.2588698900804622,0.7104156311103221,0
6,-1.2083124412840143,-0.019528310552559762,0.28819175055445884,0
7,0.3015180271824651,-0.5916642293565259,0.006913193749693823,0
16,0.33185207076349094,-1.2588698900804622,-1.2030550054862739,0
17,0.5992665941676983,-1.2588698900804622,-1.2030550054862739,0
18,0.46716978966430783,-1.2588698900804622,-1.2030550054862739,0
25,-1.2083124412840143,-0.7271170892796743,-1.2030550054862739,0
27,-1.2083124412840143,0.8429921961325263,-1.2030550054862739,0
28,-1.2083124412840143,0.3559745067470973,-1.2030550054862739,0
29,0.5761365642853822,0.6103195683587286,-1.2030550054862739,0
34,1.4162409402234863,1.3564961474447983,1.2528769339094443,0
36,-0.8720454593223557,-1.2588698900804622,-1.2030550054862739,0
38,-0.014370592100395223,0.21800495192825908,-1.2030550054862739,0
39,0.3015180271824651,-1.2588698900804622,-1.2030550054862739,0
45,1.5448170476940024,1.5230452104267647,1.4111262389803294,0
49,0.17306121152605697,0.06662195723688293,-1.2030550054862739,0
50,-1.2083124412840143,-1.2588698900804622,0.06936295768560423,0
51,-0.014370592100395223,-1.2588698900804622,-1.2030550054862739,0
56,1.2538589250942205,0.9427834628162003,-0.5272434805795407,0
60,-1.2083124412840143,-0.21807108165225586,-1.2030550054862739,0
67,1.3197740928643373,1.0368445710435668,0.7216241720011197,0
70,-1.2083124412840143,-0.33256666970331045,-1.2030550054862739,0
73,-1.2083124412840143,-1.2588698900804622,0.9671210874115749,0
76,-1.2083124412840143,-1.2588698900804622,1.0807487345364886,0
78,0.018131139927055312,-1.2588698900804622,-1.2030550054862739,0
84,-1.2083124412840143,0.4384776389369376,1.3729860997849028,0
87,-1.2083124412840143,1.050910699028179,1.1585989239629595,0
92,-1.2083124412840143,-1.2588698900804622,0.12356976455643112,0
95,1.1159161234747987,1.6609180219519932,1.7012936629696376,0
98,1.4084626993097544,1.4200558076118066,1.4575031340770577,0
100,-1.2083124412840143,0.2692377533763209,-1.2030550054862739,0
101,1.6781629668331934,1.0902805630821586,0.8881019385085234,0
102,0.516246341261094,0.25284770461863065,-0.6631424523323485,0
103,-1.2083124412840143,-1.2588698900804622,0.49414048574908,0
109,1.5706720581322084,1.5571264232426065,1.52500985447641,0
120,1.664867825742469,1.6581834851145554,1.5607233503166045,0
124,-0.22998607620301462,-1.2588698900804622,-1.2030550054862739,0
131,1.5582681147259985,1.515699547752242,1.456102453139719,0
136,-1.2083124412840143,-0.019528310552559762,-1.2030550054862739,0
137,0.44571653457366817,0.5736757848842329,0.7826403860053565,0
146,-1.2083124412840143,-0.4033633831009251,-1.2030550054862739,0
147,-1.2083124412840143,-1.2588698900804622,-0.2691664797121055,0
148,0.3990273925520111,0.3688190031991028,0.6420091938728689,0
153,1.5656502987016505,1.4156678248318628,1.3176170537049499,0
159,0.5343000136249676,-1.2588698900804622,-1.2030550054862739,0
164,1.1683967391269758,1.0439414094760766,0.0973620493270845,0
167,-1.2083124412840143,0.159631331180571,-1.2030550054862739,0
169,-1.2083124412840143,0.6103195683587286,-1.2030550054862739,0
170,0.46716978966430783,0.9720495002815982,1.5465744839070612,0
171,-1.2083124412840143,-0.271589202322434,-1.2030550054862739,0
